LinkedIn profile ID,Company name,Job title,Industry,ai_SENIORITY,Years in role,Years in company,Number of connections,Number of employees,Year founded,Hiring on LinkedIn,Six months headcount growth,Two years headcount growth,Yearly headcount growth,fe_seniority_ord,fe_type_of_contact_ord,fe_fit_approved,fe_fit_data_approved,fe_company_age,fe_log_employees,fe_company_size_bucket,fe_log_connections,fe_headcount_momentum,fe_has_email,fe_has_bio,fe_microsoft_flag,fe_department_encoded,ext_ms_maturity_score,ext_has_competitor_tech,nlp_report_length,nlp_has_momentum,nlp_urgency_score,nlp_embedding_01,nlp_embedding_02,nlp_embedding_03,nlp_topic,fe_tech_fit_comunica,fe_tech_fit_colabora,fe_tech_fit_infra,fe_tech_fit_ia,fe_tech_fit_data,fe_tech_fit_workplace,fe_tech_fit_maite
ACwAAANuWUwBdsPtwHS1VI7Z7TOmIVzVkCUupn4,JASO Tower Cranes,Chief Executive Officer,Construction,OWNER,2.58,2.58,837.0,96.0,,0.0,2.0,7.0,5.0,,3,1.0,1.0,,4.574710978503383,2.0,6.731018100482083,3.9000000000000004,0,0,1.0,0.14232247013030247,,,6010.0,0,3,11.91116,4.3850303,4.925742,39,,,,,,,
ACwAAAXk-XUBxaI8rMrNgsthsus1BY2PlUY4K88,JASO Tower Cranes,Directora financiera- Finance manager,Construction,DIRECTOR,2.0,2.0,238.0,96.0,,0.0,2.0,7.0,5.0,3.0,3,1.0,1.0,,4.574710978503383,2.0,5.476463551931511,3.9000000000000004,0,0,1.0,0.10853350576413913,,,6010.0,0,3,11.91174,4.3850894,4.925158,39,,,,,,,
ACwAABm3PyAB3c_S-nx2vvJDYYJYGsB_v33bBjw,Grupo Pikolin,Director General CEADESA,Manufacturing,CLEVEL,2.0,2.0,940.0,41.0,1948.0,0.0,13.0,156.0,57.0,4.0,3,1.0,1.0,78.0,3.7376696182833684,1.0,6.846943139585379,37.88816000000027,0,0,1.0,0.14232247013030247,,,9562.0,0,3,4.52068,-0.016986316,-2.9501007,1,,,,,,,
ACwAAAjOVPEBjzhDUMSspaU8_PC0uYOVcruMjUM,Grupo Pikolin,Director de Retail Iberia,Manufacturing,DIRECTOR,2.0,2.0,1924.0,41.0,1948.0,0.0,13.0,156.0,57.0,3.0,2,1.0,1.0,78.0,3.7376696182833684,1.0,7.562681246721884,37.88816000000027,0,0,1.0,0.15761884082178054,,,9562.0,0,3,4.519202,-0.015893914,-2.9488177,1,,,,,,,
ACwAABFJOh4BmiF5BZTDXf_Bv8HSPasTRBxRxtU,Grupo Pikolin,Miembro del Consejo de Administración,Manufacturing,OWNER,1.25,1.25,994.0,41.0,1948.0,0.0,13.0,156.0,57.0,,3,1.0,1.0,78.0,3.7376696182833684,1.0,6.902742737158593,37.88816000000027,0,0,1.0,0.14668276993314575,,,9562.0,0,3,4.519202,-0.015893914,-2.9488177,1,,,,,,,
ACwAAAS7kMIBVn2URoZ27MLPEZnGRTq9ZK_hiQY,Grupo Pikolin,Miembro del Consejo de Administración,Manufacturing,OWNER,1.25,1.25,2509.0,41.0,1948.0,0.0,13.0,156.0,57.0,,3,1.0,1.0,78.0,3.7376696182833684,1.0,7.828038032125829,37.88816000000027,0,0,1.0,0.14668276993314575,,,9562.0,0,3,4.520719,-0.017277416,-2.9502168,1,,,,,,,
ACwAAARe7OQBCScvj7pypyFL9nK5p0b7rWKHnqQ,FRIBIN,Responsable de desarrollo y formación,Food and Beverage Services,LEAD,6.5,6.5,704.0,193.0,1966.0,0.0,-2.0,20.0,4.0,1.0,4,1.0,1.0,60.0,5.267858159063328,2.0,6.558197802812269,4.2,0,0,1.0,0.14668276993314575,,,9352.0,0,5,6.4891844,9.256647,0.95868534,58,,,,,,,
ACwAAAV1DSsBc5mpf6V5bdyFUBNSAdDEgyfpDc0,ULMA Forged Solutions,Berrikuntza arduraduna / Responsable de Innovación / Innovation Manager,Oil and Gas,MANAGER,3.58,3.58,311.0,171.0,1962.0,0.0,11.0,40.0,24.0,2.0,2,1.0,1.0,64.0,5.147494476813453,2.0,5.7430031878094825,20.7,0,0,1.0,0.14668276993314575,,,8496.0,0,6,8.58936,-0.69331014,2.0904386,16,,,,,,,
ACwAAACGUQ4BedG72OrIeqBzixk1dYj6orkqXxw,ZITRÓN,Managing Director & CEO,Industrial Machinery Manufacturing,OWNER,2.08,2.08,27398.0,,1963.0,0.0,,,,,3,1.0,1.0,63.0,,,10.218261795359789,0.0,0,1,1.0,0.14668276993314575,,,7614.0,0,6,11.788075,6.073331,4.8512354,20,,,,,,,
ACwAAAdgT8cBuxx493TWLQI-vWiPxlWCOSQoexU,ZITRÓN,Area CEO,Industrial Machinery Manufacturing,OWNER,1.75,16.67,2090.0,,1963.0,0.0,,,,,3,1.0,1.0,63.0,,,7.645397699428633,0.0,0,1,1.0,0.14232247013030247,,,7614.0,0,6,11.787162,6.07194,4.8508945,20,,,,,,,
ACwAAAcv7HkB9zGgHpm_Hh1Z1zAjXzmm3zTmGkU,ZITRÓN,Deputy Chief Executive Officer,Industrial Machinery Manufacturing,CLEVEL,3.0,10.75,3285.0,,1963.0,0.0,,,,4.0,3,1.0,1.0,63.0,,,8.097426298597213,0.0,0,1,1.0,0.14232247013030247,,,7614.0,0,6,11.788075,6.073331,4.8512354,20,,,,,,,
ACwAAA1gmhwBluwMkrOVhz5YYKyYmID9wfxmVec,Grupo  Fucsa,Directora jurídica corporativa,Business Consulting and Services,DIRECTOR,0.33,0.33,735.0,15.0,,0.0,50.0,1400.0,1400.0,3.0,2,1.0,0.0,,2.772588722239781,1.0,6.601230118728877,37.88816000000027,0,1,0.0,0.14668276993314575,,,5973.0,0,4,-0.57072175,5.2185593,6.1629453,11,,,,,,,
ACwAAAeXhlEBviIS-RU89CEFzJJVKYHYIjTLJVc,ZITRÓN,R&D Director,Industrial Machinery Manufacturing,DIRECTOR,13.5,13.5,200.0,,1963.0,0.0,,,,3.0,2,1.0,1.0,63.0,,,5.303304908059076,0.0,1,0,1.0,0.14668276993314575,,,7614.0,0,6,11.787922,6.0731387,4.852772,20,,,,,,,
ACwAAB6OiJ8BY6DL9dCb71oJ_4Zxg7S6DcvdM_4,ZITRÓN,Chief Executive Officer,Industrial Machinery Manufacturing,OWNER,4.0,9.92,297.0,,1963.0,0.0,,,,,3,1.0,1.0,63.0,,,5.697093486505405,0.0,0,1,1.0,0.14668276993314575,,,7614.0,0,6,11.788075,6.073331,4.8512354,20,,,,,,,
ACwAABRLRDUBDke065qTBf8jUjwZ1XJLcnRFUrQ,ZITRÓN,Manager,Industrial Machinery Manufacturing,MANAGER,,,12.0,,1963.0,0.0,,,,2.0,2,1.0,1.0,63.0,,,2.5649493574615367,0.0,1,0,1.0,0.14668276993314575,,,7614.0,0,6,11.787892,6.073038,4.8510337,20,,,,,,,
ACwAAAHdoCABZdsOtfY-t09N_H1zDWyyScNKX9E,ZITRÓN,Owner,Industrial Machinery Manufacturing,OWNER,,,118.0,,1963.0,0.0,,,,,3,1.0,1.0,63.0,,,4.77912349311153,0.0,0,0,1.0,0.14668276993314575,,,7614.0,0,6,11.787892,6.073038,4.8510337,20,,,,,,,
ACwAAAjgqDcBrVJqrdVFfb44VyRdIBojgmW-NwM,ZITRÓN,responsable de calidad,Industrial Machinery Manufacturing,LEAD,,,18.0,,1963.0,0.0,,,,1.0,2,1.0,1.0,63.0,,,2.9444389791664403,0.0,0,0,1.0,0.14232247013030247,,,7614.0,0,6,11.788077,6.0733275,4.85123,20,,,,,,,
ACwAAENahvoBczRockPf2i_zsvTP22WxwtyFPxI,FRIBIN,Responsable de desarrollo y formación,Food and Beverage Services,LEAD,,,0.0,193.0,1966.0,0.0,-2.0,20.0,4.0,1.0,4,1.0,1.0,60.0,5.267858159063328,2.0,0.0,4.2,0,0,1.0,0.14668276993314575,,,9352.0,0,5,6.489175,9.256564,0.95871353,58,,,,,,,
ACwAAAFzYQwByyahYgWXSWNz9IlqizI7Rmjlhds,GS Inima Environment,Director de ingeniería de proyecto,Environmental Services,DIRECTOR,0.92,0.92,1508.0,423.0,1955.0,0.0,1.0,45.0,10.0,3.0,2,1.0,1.0,71.0,6.049733455231958,3.0,7.319202458767849,12.5,0,1,1.0,0.14232247013030247,,,5911.0,0,2,0.7001174,-12.013989,4.0968885,0,,,,,,,
ACwAAAPuebgBCGW0T3YNRKU-pwJ6VnDAJd4StOM,GS Inima Environment,Head of Electrical Engineering Department,Environmental Services,LEAD,0.25,0.25,854.0,423.0,1955.0,0.0,1.0,45.0,10.0,1.0,0,1.0,1.0,71.0,6.049733455231958,3.0,6.75110146893676,12.5,0,1,1.0,0.14232247013030247,,,5911.0,0,2,0.7002254,-12.014571,4.096737,0,,,,,,,
ACwAAAVfh2QB5iqvt3LjyJLD5SWTOUuZJrxTpzA,GS Inima Environment,CEO,Environmental Services,OWNER,10.08,29.25,1136.0,423.0,1955.0,0.0,1.0,45.0,10.0,,3,1.0,1.0,71.0,6.049733455231958,3.0,7.036148493750536,12.5,0,1,1.0,0.14668276993314575,,,5911.0,0,2,0.7002254,-12.014571,4.096737,0,,,,,,,
ACwAAAOVlqUBQzXWyDgTSVN1RiZYfcUEoFxCRoE,RTS,Chief Information Officer (CIO / IT Director),Automotive,CLEVEL,0.75,0.75,570.0,44.0,,0.0,7.0,37.0,12.0,4.0,3,1.0,1.0,,3.8066624897703196,1.0,6.3473892096560105,14.5,0,0,1.0,0.13006020161599122,,,7670.0,0,2,6.040704,1.2829738,4.8398023,6,,,,,,,
ACwAADZgNpEB_EttJS8pLFLBfnnW38DRPQwtbnk,Parc Científic de la Universitat de València,Directora jurídica,Research,DIRECTOR,18.25,18.25,53.0,21.0,2009.0,0.0,-19.0,-25.0,-16.0,3.0,2,1.0,1.0,17.0,3.091042453358316,1.0,3.9889840465642745,-11.7,0,1,0.0,0.14668276993314575,,,9546.0,0,5,1.862941,5.5517573,-8.429141,0,,,,,,,
ACwAAAOj0QUBV7plTIt9IyoO6f5UzJVJEJqMWY0,Ayuntamiento de Gijón/Xixón ,"Jefa de División de Educación, UP, Proyectos y Normalización Llingüística ",Government Administration,LEAD,6.5,,165.0,240.0,,0.0,-1.0,15.0,3.0,1.0,2,1.0,1.0,,5.484796933490655,2.0,5.111987788356544,3.4,0,0,1.0,0.14668276993314575,,,8691.0,0,4,5.2755575,-0.23299634,-1.2450083,6,,,,,,,
ACwAAAuPn5cBYAAUV1eaxAlI46hJVcqrpkKAwA0,Sociedad Textil Lonia (STL),International Financial Controller,Retail Apparel and Fashion,DIRECTOR,7.58,7.58,134.0,912.0,,1.0,,8.0,3.0,3.0,2,1.0,1.0,,6.816735880594968,3.0,4.90527477843843,2.5,0,0,1.0,0.10853350576413913,0.0,0.0,7341.0,0,3,11.980253,5.8065042,4.870392,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACwAAAaj6NMBCVhA62mZo4U1e1POv4ctBEvcDgw,GS Inima Environment,"Director of Financing, Treasury and M&A",Environmental Services,DIRECTOR,9.75,9.75,1692.0,423.0,1955.0,0.0,1.0,45.0,10.0,3.0,3,1.0,1.0,71.0,6.049733455231958,3.0,7.4342573821331355,12.5,0,0,1.0,0.10853350576413913,,,5911.0,0,2,0.7002254,-12.014571,4.096737,0,,,,,,,
ACwAAAHvMH0BwkvKbL2_z5Mc_i904iVkL3Iemiw,GS Inima Environment,Head of Contracts,Environmental Services,DIRECTOR,1.25,1.58,14317.0,423.0,1955.0,0.0,1.0,45.0,10.0,3.0,2,1.0,1.0,71.0,6.049733455231958,3.0,9.56927276595613,12.5,1,1,1.0,0.14232247013030247,,,5911.0,0,2,0.6999243,-12.015461,4.0971255,0,,,,,,,
ACwAAAN0xSgBhzcfi87HH36hWrr6ByV8UWbHWlU,GS Inima Environment,Head of Concessions,Environmental Services,DIRECTOR,1.0,1.0,623.0,423.0,1955.0,0.0,1.0,45.0,10.0,3.0,2,1.0,1.0,71.0,6.049733455231958,3.0,6.436150368369428,12.5,0,0,1.0,0.14232247013030247,,,5911.0,0,2,0.7000499,-12.012776,4.0967836,0,,,,,,,
ACwAADH82Y8BH6kN9WYFVVM2Cx8xkOKBcZYPOsg,FRIBIN,Encargada fabrica de elaborados,Food and Beverage Services,LEAD,2.08,5.25,38.0,193.0,1966.0,0.0,-2.0,20.0,4.0,1.0,2,1.0,1.0,60.0,5.267858159063328,2.0,3.6635616461296463,4.2,0,1,1.0,0.14232247013030247,,,9352.0,0,5,6.4891806,9.256675,0.9586628,58,,,,,,,
ACwAACtBGtEB1HbyLzuRw2So_itiiDdHU0okdk8,FRIBIN,Encargado de envasado porcino,Food and Beverage Services,LEAD,2.25,2.25,89.0,193.0,1966.0,0.0,-2.0,20.0,4.0,1.0,0,1.0,1.0,60.0,5.267858159063328,2.0,4.499809670330265,4.2,0,0,1.0,0.14232247013030247,,,9352.0,0,5,6.4891763,9.256663,0.9586843,58,,,,,,,
ACwAABUkD9YBDmeAWcTCaPXkDnyoTyUlNbEbe-M,FRIBIN,Jefe de sección,Food and Beverage Services,LEAD,39.67,39.67,15.0,193.0,1966.0,0.0,-2.0,20.0,4.0,1.0,0,1.0,1.0,60.0,5.267858159063328,2.0,2.772588722239781,4.2,0,0,1.0,0.14232247013030247,,,9352.0,0,5,6.4891763,9.256663,0.9586843,10,,,,,,,
ACwAACYlm6IBCdcYaPxh_77_8zOuS_aa639oKkQ,FRIBIN,Responsable Departamento de Contabilidad,Food and Beverage Services,LEAD,0.67,0.67,333.0,193.0,1966.0,0.0,-2.0,20.0,4.0,1.0,2,1.0,1.0,60.0,5.267858159063328,2.0,5.811140992976701,4.2,0,0,1.0,0.10853350576413913,,,9352.0,0,5,6.489174,9.256679,0.95869195,58,,,,,,,
ACwAAAJd1j4B3K_NTUOYzgibzdQ25EfsCsk-hBA,GS Inima Environment,"Talent Acquisition Manager, Employee Experience & Wellbeing",Environmental Services,MANAGER,1.0,4.83,1420.0,423.0,1955.0,0.0,1.0,45.0,10.0,2.0,4,1.0,1.0,71.0,6.049733455231958,3.0,7.259116128097101,12.5,0,1,1.0,0.12212127004571173,,,5911.0,0,2,0.6999243,-12.015461,4.0971255,0,,,,,,,
ACwAAAPKDOsBg6y-elGzkoOFHWRm_tj1k53I064,GS Inima Environment,Head of Human Resources Department,Environmental Services,DIRECTOR,7.58,7.58,2129.0,423.0,1955.0,0.0,1.0,45.0,10.0,3.0,4,1.0,1.0,71.0,6.049733455231958,3.0,7.6638772587034705,12.5,0,1,1.0,0.12212127004571173,,,5911.0,0,2,0.700336,-12.013194,4.096601,0,,,,,,,
ACwAAAzqRzsBfoYE6COEnn7AVaqMBgm4N8XJUls,GS Inima Environment,Chief Business Development Officer,Environmental Services,CLEVEL,3.25,13.58,1732.0,423.0,1955.0,0.0,1.0,45.0,10.0,4.0,2,1.0,1.0,71.0,6.049733455231958,3.0,7.457609289715606,12.5,0,0,1.0,0.15761884082178054,,,5911.0,0,2,0.7002254,-12.014571,4.096737,0,,,,,,,
ACwAAAfPoucBpK79UWvelxp11excFBHorNSgHTc,GS Inima Environment,Project Director,Environmental Services,DIRECTOR,1.17,1.17,985.0,423.0,1955.0,0.0,1.0,45.0,10.0,3.0,2,1.0,1.0,71.0,6.049733455231958,3.0,6.893656354602635,12.5,0,1,1.0,0.14232247013030247,,,5911.0,0,2,0.69964063,-12.015192,4.097385,0,,,,,,,
ACwAAAye8voBPkCcvjJZdOk6qb6ANuQO1lUWsII,GS Inima Environment,Renewable Energy Director,Environmental Services,DIRECTOR,1.0,3.42,1614.0,423.0,1955.0,0.0,1.0,45.0,10.0,3.0,2,1.0,1.0,71.0,6.049733455231958,3.0,7.387090235656757,12.5,1,1,1.0,0.14232247013030247,,,5911.0,0,2,0.69964063,-12.015192,4.097385,0,,,,,,,
ACwAAAWhMVUB3BSrFYTFiBfnA1Q7DCkNqgeveyU,GS Inima Environment,Chief Operating Officer,Environmental Services,CLEVEL,2.58,19.67,1292.0,423.0,1955.0,0.0,1.0,45.0,10.0,4.0,3,1.0,1.0,71.0,6.049733455231958,3.0,7.164720378771857,12.5,0,0,1.0,0.14232247013030247,,,5911.0,0,2,0.7001174,-12.013989,4.0968885,0,,,,,,,
ACwAABmqYPIBfD4ssEoK0whyuJE7UNSS_G2klgE,,COO & Co-Founder,,OWNER,1.75,8.5,1208.0,,,,,,,,3,0.0,0.0,,,,7.097548850614793,0.0,0,1,0.0,0.13006020161599122,,,8171.0,0,3,9.439916,0.15201378,4.3142114,15,,,,,,,
ACwAAAZ-g30B_usbx6ZJxLzBzZTUJC3UFHq2Gtc,,💼 CTO en Entornos de Formación,,CLEVEL,1.58,1.58,977.0,,,,,,,4.0,3,0.0,0.0,,,,6.885509670034818,0.0,0,1,0.0,0.13006020161599122,,,7164.0,0,2,1.6999028,-6.810051,5.8929706,20,,,,,,,
ACwAAAda21EBxGFK33oasgGFsxDZShCzxRZDuZg,Kampaoh,CTO & VP Engineering,Accommodation and Food Services,CLEVEL,2.75,2.75,1475.0,179.0,2016.0,0.0,7.0,-12.0,-37.0,4.0,5,0.0,1.0,10.0,5.19295685089021,2.0,7.297091005160418,-10.0,1,1,,0.13006020161599122,,,7472.0,0,5,8.943719,-0.40740177,2.3763397,-1,,,,,,,
ACwAAAA9TQMBfbbYaPAbeh1G_S-VFSlsvF6D6LM,,CTO & Co Founder,,OWNER,10.58,10.58,1776.0,,,,,,,,5,0.0,0.0,,,,7.482681828154651,0.0,1,1,,0.13006020161599122,,,8389.0,0,3,1.2423235,0.52668387,-1.7573577,12,,,,,,,
ACwAAAMZp54BWbGb9njfEKp-I46ry-qFR4S-QZQ,Universal Beach Hotels,CTO  - Director TI en Universal Hotels,Hospitality,CLEVEL,10.08,10.08,722.0,170.0,1947.0,0.0,8.0,15.0,6.0,4.0,3,1.0,1.0,79.0,5.14166355650266,2.0,6.583409222158765,8.8,0,1,1.0,0.13006020161599122,,,7773.0,0,2,7.3994203,-4.4057903,12.473126,13,,,,,,,
ACwAAAWLg58BrxBjibY1wESxyABDMsVV0KG_Hx4,TENDAM,Ecommerce & Digital Director,Retail Apparel and Fashion,DIRECTOR,9.0,9.0,2034.0,2081.0,1880.0,1.0,,12.0,5.0,3.0,2,1.0,1.0,146.0,7.641084249174914,4.0,7.618251097876695,3.9000000000000004,0,0,1.0,0.15761884082178054,,,9604.0,0,5,8.744037,-0.5548332,1.9416302,5,,,,,,,
ACwAAFkFOt4BwbHLqANnKL5g_G9s7cJs4iMVaQU,BIMBA Y LOLA,Directora comercial tiendas ,Retail Apparel and Fashion,DIRECTOR,,,1.0,1665.0,2005.0,1.0,,10.0,5.0,3.0,2,1.0,1.0,21.0,7.418180822726788,4.0,0.6931471805599453,3.5,0,0,1.0,0.15761884082178054,,,8130.0,1,6,-0.55126256,5.0983267,6.1471157,-1,,,,,,,
ACwAAASPu_kB_tjnTVo35T2PoeL9MYmCewtJbC0,BIMBA Y LOLA,Head of Category Management Bags and Accesories,Retail Apparel and Fashion,DIRECTOR,1.75,14.42,295.0,1665.0,2005.0,1.0,,10.0,5.0,3.0,2,1.0,1.0,21.0,7.418180822726788,4.0,5.69035945432406,3.5,0,0,1.0,0.15761884082178054,,,8130.0,1,6,2.1171494,5.2462797,-6.6771164,-1,,,,,,,
ACwAADM7blQBMMmtfbVVsVnRijg6Ye3H4d2oQjg,BIMBA Y LOLA,Senior Store Manager,Retail Apparel and Fashion,MANAGER,1.42,1.42,129.0,1665.0,2005.0,1.0,,10.0,5.0,2.0,0,1.0,1.0,21.0,7.418180822726788,4.0,4.867534450455582,3.5,0,0,1.0,0.14232247013030247,,,8130.0,1,6,1.2974367,1.6347295,-1.4989017,-1,,,,,,,
ACwAAABjhbUBVlyPfyFJ3aNwwsrNsn12LwZGCsU,BIMBA Y LOLA,Group CEO & Executive Director of the Board,Retail Apparel and Fashion,OWNER,6.75,6.75,2634.0,1665.0,2005.0,1.0,,10.0,5.0,,3,1.0,1.0,21.0,7.418180822726788,4.0,7.876638460975463,3.5,0,1,1.0,0.14668276993314575,,,8130.0,1,6,2.117187,5.2462673,-6.6771255,-1,,,,,,,
ACwAAArvERoBPafYXxIEOgeMl0_5r5-4wAxh-OA,TENDAM,Head of Digital Performance Marketing,Retail Apparel and Fashion,DIRECTOR,2.75,2.75,2907.0,2081.0,1880.0,1.0,,12.0,5.0,3.0,2,1.0,1.0,146.0,7.641084249174914,4.0,7.97522083865341,3.9000000000000004,0,1,1.0,0.22308098920209474,,,9604.0,0,5,8.744468,-0.55227035,1.9431387,5,,,,,,,
ACwAACOikL0Bs0Vd2TUolsAioKgtZcKDqwSkKp8,TENDAM,Jefe de ventas,Retail Apparel and Fashion,LEAD,3.33,3.33,650.0,2081.0,1880.0,1.0,,12.0,5.0,1.0,2,1.0,1.0,146.0,7.641084249174914,4.0,6.478509642208569,3.9000000000000004,0,1,1.0,0.15761884082178054,,,9604.0,0,5,8.743403,-0.55466646,1.942715,5,,,,,,,
ACwAAFkk1coBLEDzIymu5Y2mgamovKm30BEvqZ4,TENDAM,Segundo jefe,Retail Apparel and Fashion,LEAD,,,1.0,2081.0,1880.0,1.0,,12.0,5.0,1.0,0,1.0,1.0,146.0,7.641084249174914,4.0,0.6931471805599453,3.9000000000000004,0,0,1.0,0.14232247013030247,,,9604.0,0,5,8.743403,-0.55466646,1.942715,5,,,,,,,
ACwAACRMGtEBaLX5qGFR6L01sq0Bm7oehwhCRgQ,PULL&BEAR,Store General Manager,Retail Apparel and Fashion,MANAGER,24.42,24.42,63.0,5951.0,1991.0,1.0,,9.0,4.0,2.0,0,1.0,1.0,35.0,8.691482576512929,4.0,4.1588830833596715,3.0,0,0,1.0,0.14232247013030247,,,4751.0,1,3,0.71590394,-7.16341,6.0845337,44,,,,,,,
ACwAAB3TSxMBwWdJ4T2qz6DoAWAv6Jx2iQ4NZDk,PULL&BEAR,Jefa de sucursal ,Retail Apparel and Fashion,LEAD,12.58,12.58,106.0,5951.0,1991.0,1.0,,9.0,4.0,1.0,0,1.0,1.0,35.0,8.691482576512929,4.0,4.672828834461906,3.0,0,0,1.0,0.14232247013030247,,,4751.0,1,3,0.7151017,-7.164132,6.0842566,44,,,,,,,
ACwAAAlrhXABLmdzuaWwk-spHtKGWvflSFtfLMM,BIMBA Y LOLA,Head of Digital Merchandising,Retail Apparel and Fashion,DIRECTOR,2.92,6.17,1350.0,1665.0,2005.0,1.0,,10.0,5.0,3.0,0,1.0,1.0,21.0,7.418180822726788,4.0,7.208600337960199,3.5,0,1,1.0,0.15761884082178054,,,8130.0,1,6,1.296863,1.5660088,-1.4557265,-1,,,,,,,
ACwAAApH1vAB96sIlDIbi6PxUJzbI_vMueGnaWY,BIMBA Y LOLA,Group Business Development Director,Retail Apparel and Fashion,DIRECTOR,3.83,3.83,1276.0,1665.0,2005.0,1.0,,10.0,5.0,3.0,2,1.0,1.0,21.0,7.418180822726788,4.0,7.152268856032539,3.5,0,1,1.0,0.15761884082178054,,,8130.0,1,6,2.117187,5.2462673,-6.6771255,-1,,,,,,,
ACwAAAFyHZQBqtF83dHLO493UszbUDJZy1ujCnA,,Co-Founder & CTO,,OWNER,4.58,4.58,1886.0,,,,,,,,3,0.0,0.0,,,,7.54274354536855,0.0,0,1,,0.13006020161599122,,,7925.0,0,2,3.9714594,1.5674123,7.1851,0,,,,,,,
ACwAAAIlzFwBit8mKKOjxIrGl8JLoXVzSeCbucI,Ajuntament de Montornès del Vallès,Director IT / CIO Ajuntament Montornès del Vallès,Government Administration,CLEVEL,6.92,6.92,1378.0,88.0,,0.0,1.0,-8.0,-5.0,4.0,3,0.0,1.0,,4.48863636973214,2.0,7.229113877793302,-2.6,0,1,,0.13006020161599122,,,0.0,0,0,-16.563377,4.8144383,-0.508136,29,,,,,,,
ACwAAAAUmGEBrFlNI3YD8O2EoPo9Z6g2VNqfhNA,Orange España,TV Director,Telecommunications,DIRECTOR,15.58,,1452.0,1569.0,1998.0,0.0,,-24.0,-9.0,3.0,2,1.0,1.0,28.0,7.358830898342354,4.0,7.2813856635702825,-7.5,0,0,1.0,0.15761884082178054,,,5736.0,0,4,5.2176204,-0.4669957,1.4828829,1,,,,,,,
ACwAAAIN5uUBrBlnSgHXcSgC80rB0-PJGAWZpPU,Orange España,Regional Retail Director,Telecommunications,DIRECTOR,3.58,3.58,651.0,1569.0,1998.0,0.0,,-24.0,-9.0,3.0,2,1.0,1.0,28.0,7.358830898342354,4.0,6.480044561926653,-7.5,0,1,1.0,0.15761884082178054,,,5736.0,0,4,0.8420911,-12.471803,4.206463,1,,,,,,,
ACwAAAwlDlYB7YB24Ibi5WyU3Xm0NJgq8jUkTbY,Orange España,Responsable de Control Interno,Telecommunications,LEAD,3.75,17.92,360.0,1569.0,1998.0,0.0,,-24.0,-9.0,1.0,2,1.0,1.0,28.0,7.358830898342354,4.0,5.8888779583328805,-7.5,0,0,1.0,0.10853350576413913,,,5736.0,0,4,5.2176204,-0.4669957,1.4828829,1,,,,,,,
ACwAABIDe-ABiIPKAb771GfucKmpKAYuEhUWAcA,Orange España,Director Desarrollo Marketing y Productos ,Telecommunications,DIRECTOR,6.33,9.83,259.0,1569.0,1998.0,0.0,,-24.0,-9.0,3.0,2,1.0,1.0,28.0,7.358830898342354,4.0,5.560681631015528,-7.5,0,1,1.0,0.22308098920209474,,,5736.0,0,4,5.2182302,-0.4686241,1.4838349,1,,,,,,,
ACwAAAH129gB20kmEuMJJJUSG8VOb-0y6ab6PaM,Orange España,Manager de Canales de Distribución,Telecommunications,MANAGER,,,711.0,1569.0,1998.0,0.0,,-24.0,-9.0,2.0,2,1.0,1.0,28.0,7.358830898342354,4.0,6.568077911411976,-7.5,0,0,1.0,0.15761884082178054,,,5736.0,0,4,5.217761,-0.47188467,1.4843593,1,,,,,,,
ACwAAB0_HA0Bso66lA6kZJOEZzlZUUqRLiIPI78,"Petronor, S.A.",Técnico de gestión de personas,Oil and Gas,JR,5.08,17.67,486.0,369.0,1968.0,0.0,,13.0,8.0,0.0,4,1.0,1.0,58.0,5.91350300563827,3.0,6.18826412308259,5.0,0,1,1.0,0.14668276993314575,,,10195.0,0,5,2.665136,7.2546635,-7.6242537,-1,,,,,,,
ACwAAANrYggBKtlAwJ9xGXsOWh0vQ_IJC1Ihq-Y,,Chief People Officer,,CLEVEL,0.0,0.0,2023.0,,,,,,,4.0,3,0.0,0.0,,,,7.6128310304073565,0.0,1,1,1.0,0.12212127004571173,,,8331.0,1,6,12.457824,5.5849404,10.377029,1,,,,,,,
ACwAAAQBb_MBN3oeVhCbSiZSC__arpNJ8PkoyeI,"Petronor, S.A.",Directora de Personas y Organización,Oil and Gas,DIRECTOR,2.83,2.83,224.0,369.0,1968.0,0.0,,13.0,8.0,3.0,4,1.0,1.0,58.0,5.91350300563827,3.0,5.41610040220442,5.0,0,0,1.0,0.14668276993314575,,,10195.0,0,5,12.014147,4.290949,5.025251,-1,,,,,,,
ACwAAAo1g_4BG_xCkJ3EFGaNn5yw3LJFl1EA0A8,BROSETA,Responsable de Talento y Compromiso,Legal Services,LEAD,11.25,,171.0,292.0,1975.0,1.0,,1.0,-1.0,1.0,4,0.0,1.0,51.0,5.680172609017068,3.0,5.147494476813453,-0.09999999999999998,0,0,,0.12212127004571173,,,6504.0,0,3,1.3002721,0.6665408,-1.6410675,9,,,,,,,
ACwAAAJBKa8BF7rhFi38X6q0oHgmHeEICZeauzg,BURGER KING IBERIA,Directora de Recursos Humanos,Restaurants,DIRECTOR,7.5,,491.0,1512.0,1954.0,1.0,,4.0,0.0,3.0,3,1.0,1.0,72.0,7.321849713788356,4.0,6.198478716492308,0.8,0,0,0.0,0.12212127004571173,,,7817.0,0,6,6.522769,5.8389087,-0.053710874,-1,,,,,,,
