LinkedIn profile ID,Company name,Job title,Industry,ai_SENIORITY,Years in role,Years in company,Number of connections,Number of employees,Year founded,Hiring on LinkedIn,Six months headcount growth,Two years headcount growth,Yearly headcount growth,fe_seniority_ord,fe_type_of_contact_ord,fe_fit_approved,fe_fit_data_approved,fe_company_age,fe_log_employees,fe_company_size_bucket,fe_log_connections,fe_headcount_momentum,fe_has_email,fe_has_bio,fe_microsoft_flag,fe_department_encoded,ext_ms_maturity_score,ext_has_competitor_tech,nlp_report_length,nlp_has_momentum,nlp_urgency_score,nlp_embedding_01,nlp_embedding_02,nlp_embedding_03,nlp_topic,fe_tech_fit_comunica,fe_tech_fit_colabora,fe_tech_fit_infra,fe_tech_fit_ia,fe_tech_fit_data,fe_tech_fit_workplace,fe_tech_fit_maite
ACwAAAFBwjABQ8OKmwWxy1BvkP-d39eH7DKMEj4,Grupo Vips,Human Resources Director,Restaurants,DIRECTOR,,,1.0,1926.0,1969.0,0.0,4.0,15.0,8.0,3.0,3,1.0,1.0,57.0,7.563719668414366,4.0,0.6931471805599453,7.4,0,0,1.0,0.12212127004571173,,,8351.0,0,2,1.7373946,5.8853803,-7.699258,2,,,,,,,
ACwAAATZxEQBKqAfBpwlNfNd25mmumMr_RTJ1qU,Reale Seguros,Chief Digital Officer (CDO),Insurance,CLEVEL,1.08,,1031.0,1195.0,1828.0,0.0,0.0,6.0,2.0,4.0,3,1.0,1.0,198.0,7.086737934510577,4.0,6.939253946041508,1.8000000000000003,0,1,1.0,0.15761884082178054,,,7058.0,1,5,2.3349533,1.4935871,13.880648,48,,,,,,,
ACwAADLAVQMB59XWJ4ie7NQPT3JgyBLHAmb07nY,Eroski,Talent and People Strategy,Retail,JR,0.5,0.5,784.0,6271.0,1969.0,1.0,,22.0,11.0,0.0,4,1.0,1.0,57.0,8.743850562030243,4.0,6.665683717782408,7.7,0,1,1.0,0.12212127004571173,0.0,0.0,6362.0,0,4,6.9355927,6.1690016,-0.3539561,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACwAAA08x4oBe8dWyukK-Ag6brSfD-1AQ-zhq6Q,Aegon Seguros,CISO,Insurance,CLEVEL,,11.17,1102.0,572.0,1980.0,1.0,,4.0,4.0,4.0,3,1.0,1.0,46.0,6.35088571671474,3.0,7.005789019253503,2.0,0,1,1.0,0.13006020161599122,,,9095.0,1,4,3.0025206,7.6824527,-8.509242,-1,,,,,,,
ACwAABGgQyoBflk5Rn3JihLszEqczDceTDBvcE4,Aegon Seguros,CTO,Insurance,CLEVEL,0.33,22.5,590.0,572.0,1980.0,1.0,,4.0,4.0,4.0,3,1.0,1.0,46.0,6.35088571671474,3.0,6.3818160174060985,2.0,0,1,1.0,0.13006020161599122,,,9095.0,1,4,3.0026383,7.6827626,-8.509078,-1,,,,,,,
ACwAABMCMz8Bx9jvDjMQ6lEA3MucFZTKWSQl7QE,PULL&BEAR,Head of Menswear Denim Department,Retail Apparel and Fashion,DIRECTOR,7.42,10.75,1101.0,5951.0,1991.0,1.0,,9.0,4.0,3.0,0,1.0,1.0,35.0,8.691482576512929,4.0,7.004881989712859,3.0,0,0,1.0,0.14668276993314575,,,4751.0,1,3,0.7151648,-7.164047,6.0841866,44,,,,,,,
ACwAAA6fQ2gBu-5h7im1gVD39QocQ-q5ZrWmadQ,SESCAM,Jefe de Sección,Medical Practices,LEAD,26.67,26.67,105.0,7007.0,,0.0,,10.0,4.0,1.0,2,1.0,1.0,,8.854807632616227,4.0,4.663439094112067,3.2,0,0,1.0,0.14668276993314575,0.0,0.0,6103.0,0,5,6.7439284,6.6263914,0.014322138,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACwAABrT8fQB3kDQRelIglztFXh1WRnLLDdbvKU,Grupo Nueva Pescanova,Corporate Director Treasury & Consolidation,Food and Beverage Manufacturing,DIRECTOR,0.33,0.33,2523.0,1066.0,2015.0,1.0,,2.0,2.0,3.0,5,1.0,1.0,11.0,6.9726062513017535,4.0,7.8336002236611035,1.0,0,1,1.0,0.10853350576413913,,,9843.0,1,5,1.7081378,2.6442137,-0.8947822,38,,,,,,,
ACwAAA4pzBAB_IuZ8HSdpvI0Cb7W6y7fXWLzHBI,Grupo Nueva Pescanova,Directora de Desarrollo y Gestión del Talento,Food and Beverage Manufacturing,DIRECTOR,4.83,4.83,4579.0,1066.0,2015.0,1.0,,2.0,2.0,3.0,3,1.0,1.0,11.0,6.9726062513017535,4.0,8.429454277108231,1.0,0,0,1.0,0.12212127004571173,,,9843.0,1,5,1.7083728,2.6443233,-0.89478093,38,,,,,,,
ACwAACB8Ls0B8c97SydGCoNBAcFUXX2t_6-aOKA,Grupo Nueva Pescanova,Director de producción,Food and Beverage Manufacturing,DIRECTOR,6.17,6.17,196.0,1066.0,2015.0,1.0,,2.0,2.0,3.0,2,1.0,1.0,11.0,6.9726062513017535,4.0,5.2832037287379885,1.0,0,1,1.0,0.14232247013030247,,,9843.0,1,5,1.7079293,2.6436107,-0.8953671,38,,,,,,,
ACwAAA3dgpsBQl72cWuOB9mzP1rnRtb9YoD3v2E,Grupo Nueva Pescanova,International Sales Director Western Europe & LATAM,Food and Beverage Manufacturing,DIRECTOR,3.83,4.92,371.0,1066.0,2015.0,1.0,,2.0,2.0,3.0,2,1.0,1.0,11.0,6.9726062513017535,4.0,5.918893854273146,1.0,0,0,1.0,0.15761884082178054,,,9843.0,1,5,1.7081378,2.6442137,-0.8947822,38,,,,,,,
ACwAAAWViGwBT70vrzuY7GuqCcoqW5hwrwu2Dsc,Grupo Nueva Pescanova,Director General Comercial España,Food and Beverage Manufacturing,DIRECTOR,3.92,33.83,1998.0,1066.0,2015.0,1.0,,2.0,2.0,3.0,2,1.0,1.0,11.0,6.9726062513017535,4.0,7.6004023345004,1.0,0,0,1.0,0.15761884082178054,,,9843.0,1,5,1.7079293,2.6436107,-0.8953671,38,,,,,,,
ACwAAA1OebABp4KE1ob1oDLYv05ZHW1-1V4ZPwA,Grupo Nueva Pescanova,Director corporativo de Logistica,Food and Beverage Manufacturing,DIRECTOR,5.08,23.42,699.0,1066.0,2015.0,1.0,,2.0,2.0,3.0,2,1.0,1.0,11.0,6.9726062513017535,4.0,6.551080335043404,1.0,0,0,1.0,0.14232247013030247,,,9843.0,1,5,1.7083728,2.6443233,-0.89478093,38,,,,,,,
ACwAAAszxMoBdkMJ589mSDxehvmQhHDKw1rRZkU,SESCAM,Jefe de Sección,Medical Practices,LEAD,15.75,15.75,30.0,7007.0,,0.0,,10.0,4.0,1.0,0,1.0,1.0,,8.854807632616227,4.0,3.4339872044851463,3.2,0,1,1.0,0.14668276993314575,0.0,0.0,6103.0,0,5,6.743738,6.6265697,0.014678785,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACwAABzxkTYBscs_v68q3ja5a5wle4ZY9TjK7gw,Grupo Nueva Pescanova,Director Industrial del Grupo,Food and Beverage Manufacturing,DIRECTOR,1.58,6.17,4541.0,1066.0,2015.0,1.0,,2.0,2.0,3.0,5,1.0,1.0,11.0,6.9726062513017535,4.0,8.421122722665503,1.0,0,1,1.0,0.14232247013030247,,,9843.0,1,5,1.7081964,2.6440947,-0.89487946,38,,,,,,,
ACwAAA1HImQBYQPoN0NrCDAZaLo950T_KBcgagg,SESCAM,Presidente,Medical Practices,OWNER,,,585.0,7007.0,,0.0,,10.0,4.0,,3,1.0,1.0,,8.854807632616227,4.0,6.373319789577012,3.2,0,1,1.0,0.14668276993314575,0.0,0.0,6103.0,0,5,6.7419553,6.6256123,0.012145551,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACwAAB6sAUcBEB48qjqNogLcJM1YB3z1U1DlzBE,SESCAM,JEFE DE GRUPO,Medical Practices,LEAD,,,5.0,7007.0,,0.0,,10.0,4.0,1.0,2,1.0,1.0,,8.854807632616227,4.0,1.791759469228055,3.2,0,0,1.0,0.14668276993314575,0.0,0.0,6103.0,0,5,6.7445993,6.626999,0.014216474,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACwAAAdc8b0ByPGLiWiqJ7e56ilV4mz6ltjTFKA,SESCAM,Head of Pulmonary Hypertension Unit at HUT,Medical Practices,LEAD,11.58,11.58,510.0,7007.0,,0.0,,10.0,4.0,1.0,0,1.0,1.0,,8.854807632616227,4.0,6.236369590203704,3.2,0,0,1.0,0.14232247013030247,0.0,0.0,6103.0,0,5,6.7419553,6.6256123,0.012145551,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACwAAAINqVYBb6RpzhR3sKeFwVx1UCfRd2O3fkY,Grupo Vips,Director de Marca,Restaurants,DIRECTOR,,11.58,48.0,1926.0,1969.0,0.0,4.0,15.0,8.0,3.0,2,1.0,1.0,57.0,7.563719668414366,4.0,3.8918202981106265,7.4,0,0,1.0,0.15761884082178054,,,8351.0,0,2,1.7373542,5.885041,-7.6990533,2,,,,,,,
ACwAAA-8ZUsBf4w8fmU7AqWqqrZ9WcPHsp_-SaA,Grupo Vips,gerente,Restaurants,MANAGER,14.25,91.67,155.0,1926.0,1969.0,0.0,4.0,15.0,8.0,2.0,0,1.0,1.0,57.0,7.563719668414366,4.0,5.049856007249537,7.4,0,0,1.0,0.14232247013030247,,,8351.0,0,2,1.7405932,5.8838725,-7.6996584,2,,,,,,,
ACwAABGkqNIBAzqQeM60Uu_tlXE8dqzrZi_Qr0U,Grupo Nueva Pescanova,"Director General Comercial, Marketing & Innovación",Food and Beverage Manufacturing,CLEVEL,1.67,4.08,2770.0,1066.0,2015.0,1.0,,2.0,2.0,4.0,5,1.0,1.0,11.0,6.9726062513017535,4.0,7.9269635448629785,1.0,0,0,1.0,0.22308098920209474,,,9843.0,1,5,1.7078693,2.6439254,-0.89501065,38,,,,,,,
ACwAACDy2ekBdNe6-EWyC17kuhzcliORsYxhFSM,EAG (Empresarios Agrupados - GHESA),Chief Executive Director,Engineering Services,OWNER,,,0.0,1074.0,1963.0,1.0,,16.0,0.0,,3,1.0,1.0,63.0,6.980075940561763,4.0,0.0,3.2,0,0,1.0,0.14668276993314575,5.0,1.0,7517.0,0,2,0.51544434,3.4146907,-5.7207265,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAAAAGFWEB_48HG-CHcXlmMzeQS9KAXz1qYb8,Grupo Vips,Area manager,Restaurants,MANAGER,,,1.0,1926.0,1969.0,0.0,4.0,15.0,8.0,2.0,2,1.0,1.0,57.0,7.563719668414366,4.0,0.6931471805599453,7.4,0,0,1.0,0.14232247013030247,,,8351.0,0,2,1.7373946,5.8853803,-7.699258,2,,,,,,,
ACwAAAZVKaoB_JL-WnvAbvqXwrKjljlub_Ifu84,Uría Menéndez,RESPONSABLE DE ADMINISTRACIÓN DE PERSONAL,Legal Services,LEAD,4.58,19.17,201.0,1235.0,,0.0,,6.0,3.0,1.0,4,1.0,1.0,,7.119635638017636,4.0,5.308267697401205,2.1,0,1,1.0,0.14668276993314575,,,7471.0,0,4,2.9057503,7.139126,-8.191938,0,,,,,,,
ACwAAAbD8ukBVWnBP6uxH00WTIdnqFrW96zjQ-A,Uría Menéndez,Director de Facturación y Cobros,Legal Services,DIRECTOR,5.58,18.75,170.0,1235.0,,0.0,,6.0,3.0,3.0,0,1.0,1.0,,7.119635638017636,4.0,5.14166355650266,2.1,0,0,1.0,0.10853350576413913,,,7471.0,0,4,2.9061666,7.139527,-8.193126,0,,,,,,,
ACwAAAdGeWcBLylVwfcsflU-zf4cafS2m-N3nKg,Uría Menéndez,Director Administración y Contabilidad,Legal Services,DIRECTOR,22.08,22.08,192.0,1235.0,,0.0,,6.0,3.0,3.0,3,1.0,1.0,,7.119635638017636,4.0,5.262690188904886,2.1,0,0,1.0,0.10853350576413913,,,7471.0,0,4,2.9060721,7.139041,-8.192384,0,,,,,,,
ACwAAAFOX8YBXzo9GDUz7OMk__9KndlFsPu2R-8,Uría Menéndez,Directora de Gestión del Conocimiento y Formación,Legal Services,DIRECTOR,29.25,58.5,292.0,1235.0,,0.0,,6.0,3.0,3.0,4,1.0,1.0,,7.119635638017636,4.0,5.680172609017068,2.1,0,0,1.0,0.14668276993314575,,,7471.0,0,4,2.905062,7.1389227,-8.191384,0,,,,,,,
ACwAACDTumgB2r77inJibzHwsAbOqgvaIawpv68,Uría Menéndez,Directora de Desarrollo de Negocio,Legal Services,DIRECTOR,9.33,9.33,31.0,1235.0,,0.0,,6.0,3.0,3.0,2,1.0,1.0,,7.119635638017636,4.0,3.4657359027997265,2.1,0,0,1.0,0.15761884082178054,,,7471.0,0,4,2.90604,7.139578,-8.192411,0,,,,,,,
ACwAAEBYUKgBSzzHV-u5_PtpFz8cQXvuJm4Shgc,Bon Preu S.A.U.,Jefa de sección,Food & Beverages,LEAD,,,11.0,1810.0,1974.0,1.0,,12.0,3.0,1.0,0,1.0,1.0,52.0,7.501634457883413,4.0,2.4849066497880004,3.3000000000000003,0,0,1.0,0.14232247013030247,9.0,0.0,6339.0,0,4,6.0644507,0.9878609,4.684367,-1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ACwAAAUrDgQBGVFqymDjNwa6MWmN8l5XsEjY2v0,EAG (Empresarios Agrupados - GHESA),International Sales Director,Engineering Services,DIRECTOR,21.75,21.75,7.0,1074.0,1963.0,1.0,,16.0,0.0,3.0,2,1.0,1.0,63.0,6.980075940561763,4.0,2.0794415416798357,3.2,0,0,1.0,0.15761884082178054,5.0,1.0,7517.0,0,2,0.517391,3.4130566,-5.7188396,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAAA72UD8BB6omBARDDBVI2j7U09aqo2lLd0E,Bon Preu S.A.U.,Jefa de sección,Food & Beverages,LEAD,13.25,,5.0,1810.0,1974.0,1.0,,12.0,3.0,1.0,0,1.0,1.0,52.0,7.501634457883413,4.0,1.791759469228055,3.3000000000000003,0,0,1.0,0.14232247013030247,9.0,0.0,6339.0,0,4,9.197709,0.45290494,4.5203567,-1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ACwAABFopkEBqEX5UY6jhqetDzv7hSQvyglLaPw,Bon Preu S.A.U.,encargada de seccion,Food & Beverages,LEAD,20.42,,5.0,1810.0,1974.0,1.0,,12.0,3.0,1.0,0,1.0,1.0,52.0,7.501634457883413,4.0,1.791759469228055,3.3000000000000003,0,0,1.0,0.14232247013030247,9.0,0.0,6339.0,0,4,9.207285,0.5093137,4.530049,-1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ACwAADFWabQBFzfNA9bfJ5S05jRVa4cGoh7dF94,EAG (Empresarios Agrupados - GHESA),Director Commercial Business Development,Engineering Services,DIRECTOR,4.75,4.75,8966.0,1074.0,1963.0,1.0,,16.0,0.0,3.0,2,1.0,1.0,63.0,6.980075940561763,4.0,9.101306450952048,3.2,0,0,1.0,0.15761884082178054,5.0,1.0,7517.0,0,2,0.5163749,3.4140108,-5.7198167,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAAAOZujkBViuvQ7yhEE6b_JcNfVbBy_kAczo,EAG (Empresarios Agrupados - GHESA),Directora de Desarrollo Negocio Plantas Térmicas,Engineering Services,DIRECTOR,7.92,,597.0,1074.0,1963.0,1.0,,16.0,0.0,3.0,2,1.0,1.0,63.0,6.980075940561763,4.0,6.393590753950631,3.2,0,1,1.0,0.15761884082178054,5.0,1.0,7517.0,0,2,0.517391,3.4130566,-5.7188396,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAAFgu24UB6_LEaYICIhCiDyvs6896pvzG6VU,Grupo Vips,Head of Social Services,Restaurants,DIRECTOR,,,0.0,1926.0,1969.0,0.0,4.0,15.0,8.0,3.0,2,1.0,1.0,57.0,7.563719668414366,4.0,0.0,7.4,0,0,1.0,0.14668276993314575,,,8351.0,0,2,1.7373946,5.8853803,-7.699258,2,,,,,,,
ACwAAATaaZQBkrg--ZPcAC7F-pW5FzZ5_VI52ag,Bahia Principe Hotels & Resorts,CIO,Hospitality,CLEVEL,0.58,0.58,1279.0,2835.0,1995.0,1.0,,26.0,10.0,4.0,3,1.0,1.0,31.0,7.950149887652018,4.0,7.154615356913663,8.2,1,1,1.0,0.13006020161599122,2.0,1.0,8532.0,0,7,5.1165047,-0.5923308,6.491844,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAAAZ0VowBFES_FJGapYomi-IjcrDUuGRTNZQ,González Byass,Gerente de Sistemas - CIO,Food and Beverage Services,CLEVEL,10.92,78.42,919.0,485.0,1835.0,0.0,,5.0,2.0,4.0,3,1.0,1.0,191.0,6.186208623900494,3.0,6.824373670043086,1.6,0,0,,0.13006020161599122,,,9752.0,0,5,1.769038,2.1736746,-1.1186422,-1,,,,,,,
ACwAAAAK0eoB3EeOSvdRy9P0Y3saQ33Gwfl_UeU,González Byass,CFO & COO,Food and Beverage Services,CLEVEL,21.42,21.42,1.0,485.0,1835.0,0.0,,5.0,2.0,4.0,3,1.0,1.0,191.0,6.186208623900494,3.0,0.6931471805599453,1.6,0,0,,0.10853350576413913,,,9752.0,0,5,1.7692177,2.173791,-1.1185193,-1,,,,,,,
ACwAADgeEXIB19iD7kHcrEttwsqlrLf9jHbYIiI,González Byass,Head Of Information Technology,Food and Beverage Services,DIRECTOR,,,1.0,485.0,1835.0,0.0,,5.0,2.0,3.0,3,1.0,1.0,191.0,6.186208623900494,3.0,0.6931471805599453,1.6,0,0,,0.13006020161599122,,,9752.0,0,5,1.7692184,2.1737933,-1.1185184,-1,,,,,,,
ACwAAA4th4QBBul6hgaz_8D9cdcUU22HZPQ3jy8,Décimas,IT Project Manager,Retail,MANAGER,2.17,10.25,577.0,1140.0,1985.0,0.0,,15.0,6.0,2.0,2,1.0,1.0,41.0,7.039660349862076,4.0,6.359573868672378,4.8,0,0,1.0,0.13006020161599122,,,8851.0,0,4,11.095769,-0.8497107,12.27184,59,,,,,,,
ACwAACV5xa4B9WhWkmBMzNnosrJtddSxyGrCFWA,Décimas,Gestión de personas,Retail,OTHER,2.33,2.33,377.0,1140.0,1985.0,0.0,,15.0,6.0,,4,1.0,1.0,41.0,7.039660349862076,4.0,5.934894195619588,4.8,0,0,1.0,0.14668276993314575,,,8851.0,0,4,11.0957575,-0.8495476,12.27165,59,,,,,,,
ACwAAAkU87YBj3U7gLohmSHwrNiBJxZftmZS38o,Bahia Principe Hotels & Resorts,Talent Acquisition and Organization Director,Hospitality,DIRECTOR,0.58,0.58,4512.0,2835.0,1995.0,1.0,,26.0,10.0,3.0,4,1.0,1.0,31.0,7.950149887652018,4.0,8.414717399827001,8.2,0,1,1.0,0.12212127004571173,2.0,1.0,8532.0,0,7,-2.8769748,-3.9107172,3.050035,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAAAPejlEBI7YukDN3fbuvHM-nDmK42I_3Fz8,Bahia Principe Hotels & Resorts,CHRO Chief Human Resources Officer,Hospitality,CLEVEL,0.58,0.58,3550.0,2835.0,1995.0,1.0,,26.0,10.0,4.0,4,1.0,1.0,31.0,7.950149887652018,4.0,8.174984532943087,8.2,0,0,1.0,0.12212127004571173,2.0,1.0,8532.0,0,7,-2.876335,-3.9114764,3.050165,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAACRIFowBiLQqhHlR92KsFyVFmCkJDvSafio,Seguros Bilbao,Financial and Insurance Advisor,Insurance,JR,8.42,8.42,46.0,673.0,,1.0,,-18.0,-3.0,0.0,0,1.0,1.0,,6.513230110912307,3.0,3.8501476017100584,-4.5,0,0,1.0,0.15761884082178054,0.0,0.0,7229.0,0,2,2.2596881,0.8507272,-2.196089,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACwAACB0t_MBfAXpzc3Y6SzRekf4CFUKvSm3XGU,Consum Cooperativa Valenciana,Ejecutiva de Comunicación y Atención Social,Retail,JR,22.5,22.5,1584.0,4617.0,1975.0,0.0,,26.0,11.0,0.0,4,1.0,1.0,51.0,8.43771698991444,4.0,7.368339686311381,8.5,0,1,1.0,0.22308098920209474,9.0,0.0,6686.0,0,4,17.613358,6.101665,-1.4332566,60,0.0,0.0,1.0,0.0,1.0,0.0,1.0
ACwAAALIBDcBoRo74S6WGn1L_eZBEFzSomLo5Ms,Consum Cooperativa Valenciana,Jefa de Área de Comunicación Digital,Retail,LEAD,2.5,16.33,449.0,4617.0,1975.0,0.0,,26.0,11.0,1.0,4,1.0,1.0,51.0,8.43771698991444,4.0,6.1092475827643655,8.5,0,1,1.0,0.22308098920209474,9.0,0.0,6686.0,0,4,17.612518,6.1008296,-1.4324216,60,0.0,0.0,1.0,0.0,1.0,0.0,1.0
ACwAAAS4cr4BVF23ryUTHY1lVlb66inlXBO5AqQ,Consum Cooperativa Valenciana,Ejecutiva de Comunicación Comercial en Consum Cooperativa Valenciana,Retail,JR,2.5,18.17,403.0,4617.0,1975.0,0.0,,26.0,11.0,0.0,2,1.0,1.0,51.0,8.43771698991444,4.0,6.0014148779611505,8.5,0,0,1.0,0.22308098920209474,9.0,0.0,6686.0,0,4,17.61281,6.101123,-1.4327158,60,0.0,0.0,1.0,0.0,1.0,0.0,1.0
ACwAACiUI7UB5x92TheH2ELVJwPdmO5nQ-Kq0T4,Corus,Responsable tecnico,Medical Device,LEAD,,,3.0,258.0,2015.0,0.0,,20.0,8.0,1.0,2,0.0,1.0,11.0,5.556828061699537,3.0,1.3862943611198906,6.4,0,0,1.0,0.14232247013030247,,,8540.0,1,3,1.4954208,3.2730188,-0.5878861,-1,,,,,,,
ACwAAFywBwABo8UPzeUZ_wh24T465kEaRo-WGc0,Makro España,Jefe de equipo,Wholesale,LEAD,,,0.0,2022.0,1972.0,0.0,,21.0,6.0,1.0,2,1.0,1.0,54.0,7.612336837167746,4.0,0.0,6.0,0,0,1.0,0.14668276993314575,,,8903.0,1,4,5.0404973,-0.6741475,1.6454004,1,,,,,,,
ACwAAAqI1AgBcYtej4WSPso1smND4NECy3us0fg,Ayuntamiento de Sevilla.,ADMINISTRADOR GENERAL JUNTA DE ANDALUCIA,Government Administration,JR,7.33,7.33,79.0,1963.0,1526.0,0.0,,9.0,7.0,0.0,0,1.0,1.0,500.0,7.582738488914411,4.0,4.382026634673881,3.9000000000000004,0,1,1.0,0.14232247013030247,,,7289.0,0,5,4.2107134,1.5230379,0.16592294,6,,,,,,,
ACwAAArnQGsBap78b0qv-G8arzKH-94uhTiG3zc,Ayuntamiento de Sevilla.,Jefa de Negociado,Government Administration,LEAD,9.17,,90.0,1963.0,1526.0,0.0,,9.0,7.0,1.0,0,1.0,1.0,500.0,7.582738488914411,4.0,4.51085950651685,3.9000000000000004,0,1,1.0,0.14668276993314575,,,7289.0,0,5,4.214317,1.5253843,0.16940379,6,,,,,,,
ACwAAAicmMcBoDYxV7YQYePvLJlmQ1oNiB6HeR8,Bershka,Head of Production,Retail Apparel and Fashion,DIRECTOR,1.0,1.0,1239.0,7629.0,1998.0,1.0,,16.0,7.0,3.0,2,1.0,1.0,28.0,8.939843124278502,4.0,7.122866658599083,5.300000000000001,0,1,1.0,0.15761884082178054,2.0,0.0,8501.0,0,4,1.7184392,7.652383,9.347488,-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAAAiXfhcBaBhkbLHekLeXD8mmH4m6kI-jMzg,Bershka,Head of stores Operations | Omnichannel store ,Retail Apparel and Fashion,DIRECTOR,7.17,14.67,829.0,7629.0,1998.0,1.0,,16.0,7.0,3.0,2,1.0,1.0,28.0,8.939843124278502,4.0,6.721425700790643,5.300000000000001,0,0,1.0,0.14232247013030247,2.0,0.0,8501.0,0,4,1.7173065,7.653569,9.348598,-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAAAUFANQB3pJdH1rm2WT_nT0Zk9jCzR1QpEY,Bershka,E-commerce Head of Technology,Retail Apparel and Fashion,DIRECTOR,4.75,7.83,996.0,7629.0,1998.0,1.0,,16.0,7.0,3.0,2,1.0,1.0,28.0,8.939843124278502,4.0,6.904750769961838,5.300000000000001,0,1,1.0,0.13006020161599122,2.0,0.0,8501.0,0,4,1.7174101,7.653303,9.348351,-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAADjWPVgBo460wb93U9CbGtAZbEIqPE1j2bg,Bershka,Encargada de sección,Retail Apparel and Fashion,LEAD,8.0,8.0,13.0,7629.0,1998.0,1.0,,16.0,7.0,1.0,0,1.0,1.0,28.0,8.939843124278502,4.0,2.6390573296152584,5.300000000000001,0,1,1.0,0.14232247013030247,2.0,0.0,8501.0,0,4,1.7212194,7.649095,9.344137,-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAAA4jz3IB5XWkQeCVGq2IntwZRDp4WZnbJt4,Bershka,Director de Expansión,Retail Apparel and Fashion,DIRECTOR,19.17,19.17,716.0,7629.0,1998.0,1.0,,16.0,7.0,3.0,2,1.0,1.0,28.0,8.939843124278502,4.0,6.57507584059962,5.300000000000001,0,0,1.0,0.15761884082178054,2.0,0.0,8501.0,0,4,1.7227365,7.6463923,9.341287,-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAADiQBEoB2GaPEq4cHAGjhIhZ1G8FeCS089Q,Bershka,Jefa de sección,Retail Apparel and Fashion,LEAD,8.17,8.17,3.0,7629.0,1998.0,1.0,,16.0,7.0,1.0,0,1.0,1.0,28.0,8.939843124278502,4.0,1.3862943611198906,5.300000000000001,0,0,1.0,0.14232247013030247,2.0,0.0,8501.0,0,4,1.718622,7.6527777,9.347948,-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACwAAC1JW2YBq5Sf2yrzys3x0Uk_dfxK9YFtvNc,Stradivarius,jefa de sucursal,Retail Apparel and Fashion,LEAD,17.42,17.42,2.0,4797.0,1994.0,1.0,,14.0,4.0,1.0,0,1.0,1.0,32.0,8.47595444339964,4.0,1.0986122886681098,4.0,0,0,1.0,0.14232247013030247,,,11197.0,0,5,0.9882096,-6.9583244,6.1556873,35,,,,,,,
ACwAAA6ErpYB4NcUiRX66yTQyjLFoCCIMu8oYzw,SACYL,Jefe de Unidad de Coloproctología en el Hospital Universitario Rio Hortega de Valladolid,Medical Practices,LEAD,0.92,,445.0,5991.0,,0.0,,12.0,5.0,1.0,0,1.0,1.0,,8.698180525197055,4.0,6.100318952020064,3.9000000000000004,0,0,1.0,0.14232247013030247,,,10074.0,0,8,1.1607666,0.40144372,-1.1853799,15,,,,,,,
ACwAAA6EE_4Bj2kioqHgeHeVIHfuWv0h9J5-xjI,SACYL,Jefe de Unidad y Docente en Academia.,Medical Practices,LEAD,3.0,7.5,2971.0,5991.0,,0.0,,12.0,5.0,1.0,0,1.0,1.0,,8.698180525197055,4.0,7.99699040583765,3.9000000000000004,0,1,1.0,0.14232247013030247,,,10074.0,0,8,1.1605659,0.40704775,-1.1833377,15,,,,,,,
ACwAABlIvQMBwJ8tnB3RrXhUUs8f6VHvU2vaCrY,SACYL,Jefe de estudios  Unidad Docente Medicina Preventiva Castilla y León,Medical Practices,LEAD,2.25,18.75,193.0,5991.0,,0.0,,12.0,5.0,1.0,0,1.0,1.0,,8.698180525197055,4.0,5.267858159063328,3.9000000000000004,0,0,1.0,0.14668276993314575,,,10074.0,0,8,1.1606187,0.4011845,-1.1851535,9,,,,,,,
ACwAABLDfgsBdXLoErGZlMS1XBWaGjHu4LJOhI0,SACYL,Jefe de Unidad de Oncologia Ocular del Hospital Clinico Universitario de Valladolid,Medical Practices,LEAD,0.08,0.08,677.0,5991.0,,0.0,,12.0,5.0,1.0,0,1.0,1.0,,8.698180525197055,4.0,6.519147287940395,3.9000000000000004,0,0,1.0,0.14668276993314575,,,10074.0,0,8,1.1593436,0.39812458,-1.1831744,15,,,,,,,
